conv_num,shape_num,shape_name,time
1,5,triangle,10.135751
1,5,triangle,13.71103
1,5,triangle,18.547068
1,6,pentagon,23.95993
1,6,pentagon,29.2839
1,7,trapezoid,33.383062
2,4,star,45.403685
2,5,triangle,49.360018
2,5,triangle,54.065065
2,5,triangle,57.341087
3,8,moon,71.063963
3,8,moon,75.358648
1,6,pentagon,85.164389
4,1,circle,89.118748
2,7,trapezoid,97.502938
4,1,circle,98.731228
4,8,moon,102.30513
2,6,pentagon,102.564051
2,6,pentagon,106.897691
4,1,circle,124.924936
